PurchaseID,CustomerID,ProductID,PurchaseAmount,PurchaseDate
PH1864,C4718,P1564,47.03,2023-12-31
PH1865,C4676,P382,181.39,2023-09-12
PH1866,C3234,P188,30.04,2023-04-19
PH1867,C2241,P3696,941.39,2023-09-27
PH1868,C582,P3058,233.14,2023-02-26
PH1869,C4695,P515,207.57,2023-06-16
PH1870,C4031,P3122,898.45,2023-04-29
PH1871,C711,P3685,416.94,2023-04-10
PH1872,C3628,P1514,80.26,2023-09-04
PH1873,C766,P1426,986.34,2023-09-09
PH1874,C3225,P1875,893.57,2023-02-18
PH1875,C615,P1095,974.28,2023-06-27
PH1876,C3309,P2913,823.1,2023-11-19
PH1877,C772,P1535,259.38,2023-08-02
PH1878,C4722,P1426,797.43,2023-12-01
PH1879,C3319,P1847,816.48,2023-06-20
PH1880,C1475,P1165,389.69,2023-11-02
PH1881,C168,P3722,971.79,2023-12-05
PH1882,C4141,P3378,985.63,2023-11-12
PH1883,C3054,P3118,876.83,2023-02-13
PH1884,C1508,P3281,251.97,2023-10-04
PH1885,C414,P550,733.22,2023-05-11
PH1886,C4579,P2696,620.89,2023-05-24
PH1887,C1558,P2975,861.82,2023-03-02
PH1888,C2529,P440,53.39,2023-10-02
PH1889,C4952,P2618,249.71,2023-11-12
PH1890,C3277,P4917,760.51,2023-03-24
PH1891,C1056,P983,197.3,2023-04-29
PH1892,C1193,P1875,772.55,2023-03-11
PH1893,C4491,P2187,957.78,2023-03-13
PH1894,C179,P1884,406.96,2023-04-14
PH1895,C2139,P4336,916.19,2023-12-02
PH1896,C3037,P4953,455.54,2023-05-15
PH1897,C4057,P369,903.59,2023-09-02
PH1898,C1231,P83,855.76,2023-03-28
PH1899,C23,P2769,283.97,2023-07-15
PH1900,C3766,P2602,741.34,2023-06-11
PH1901,C3480,P4655,171.71,2023-02-21
PH1902,C883,P2751,589.81,2023-10-08
PH1903,C3702,P2947,124.37,2023-12-29
PH1904,C4784,P4846,172.01,2023-07-03
PH1905,C4618,P2409,248.4,2023-08-20
PH1906,C1634,P244,71.41,2023-02-08
PH1907,C4631,P4005,285.25,2023-05-10
PH1908,C3333,P804,519.84,2023-03-29
PH1909,C3142,P2816,524.11,2023-03-03
PH1910,C2948,P2911,782.71,2023-03-07
PH1911,C1477,P3210,8.45,2023-06-06
PH1912,C2993,P2412,229.0,2023-08-17
PH1913,C796,P2277,766.51,2023-09-06
PH1914,C2620,P3468,100.29,2023-03-15
PH1915,C477,P2758,880.51,2023-11-27
PH1916,C4233,P2672,875.21,2023-12-12
PH1917,C2767,P2099,149.5,2023-04-18
PH1918,C4099,P2984,271.05,2023-04-19
PH1919,C1426,P3208,294.9,2023-10-14
PH1920,C2408,P4870,312.43,2023-06-17
PH1921,C1917,P1409,580.85,2023-06-29
PH1922,C2396,P4117,59.73,2023-08-19
PH1923,C3563,P3038,659.39,2023-08-12
PH1924,C2967,P825,70.41,2023-03-18
PH1925,C1794,P110,405.7,2023-01-17
PH1926,C4501,P69,269.4,2023-07-30
PH1927,C3823,P4020,928.11,2023-01-15
PH1928,C4099,P708,588.34,2023-03-25
PH1929,C2141,P3742,221.66,2023-10-07
PH1930,C4646,P2933,193.6,2023-09-19
PH1931,C3275,P4287,827.47,2023-02-19
PH1932,C3758,P109,354.2,2023-01-28
PH1933,C794,P1228,216.52,2023-03-09
PH1934,C775,P2328,569.84,2023-06-07
PH1935,C871,P2883,950.46,2023-05-01
PH1936,C632,P4335,773.66,2023-05-18
PH1937,C1335,P388,207.31,2023-09-22
PH1938,C4039,P30,677.91,2023-07-27
PH1939,C2190,P16,818.89,2023-03-03
PH1940,C1171,P3610,422.32,2023-04-21
PH1941,C645,P1859,276.63,2023-02-28
PH1942,C2865,P2353,129.7,2023-09-16
PH1943,C1510,P383,105.62,2023-01-28
PH1944,C458,P3169,241.73,2023-08-30
PH1945,C4843,P1790,282.48,2023-05-09
PH1946,C2572,P4592,387.68,2023-10-29
PH1947,C4321,P2297,422.94,2023-08-23
PH1948,C3080,P3661,960.18,2023-01-14
PH1949,C2554,P4999,547.28,2023-09-26
PH1950,C4618,P1386,803.68,2023-03-27
PH1951,C1501,P4391,97.0,2023-07-06
PH1952,C506,P4510,527.51,2023-07-22
PH1953,C3694,P2072,29.59,2023-12-26
PH1954,C1759,P2161,19.17,2023-12-03
PH1955,C418,P1625,835.14,2023-06-12
PH1956,C1553,P3397,297.24,2023-12-29
PH1957,C2369,P1015,881.07,2023-02-22
PH1958,C4610,P3186,969.86,2023-01-08
PH1959,C1279,P57,321.49,2023-04-28
PH1960,C2157,P2018,745.95,2023-02-11
PH1961,C2153,P4525,759.63,2023-12-03
PH1962,C400,P175,49.89,2023-03-23
PH1963,C256,P2050,294.81,2023-10-01
PH1964,C2347,P3388,893.41,2023-12-09
PH1965,C2792,P2938,112.6,2023-08-15
PH1966,C2302,P3212,996.97,2023-06-06
PH1967,C3541,P4554,655.29,2023-06-28
PH1968,C2213,P3307,959.58,2023-09-27
PH1969,C156,P2201,430.62,2023-10-03
PH1970,C2858,P346,152.89,2023-09-03
PH1971,C3871,P4611,814.43,2023-08-09
PH1972,C204,P1113,689.98,2023-09-16
PH1973,C4924,P3243,570.35,2023-04-03
PH1974,C3053,P1265,353.76,2023-10-19
PH1975,C405,P3906,219.49,2023-01-10
PH1976,C4426,P1912,690.77,2023-07-07
PH1977,C1647,P2385,779.13,2023-10-16
PH1978,C2367,P490,437.43,2023-08-21
PH1979,C949,P297,719.63,2023-01-04
PH1980,C86,P4851,522.97,2023-07-18
PH1981,C847,P2915,775.99,2023-12-10
PH1982,C1110,P4601,93.88,2023-06-20
PH1983,C4573,P1669,693.41,2023-12-02
PH1984,C3461,P1463,800.23,2023-08-15
PH1985,C1148,P1687,312.32,2023-02-20
PH1986,C4486,P2661,280.28,2023-03-09
PH1987,C697,P2037,459.79,2023-12-14
PH1988,C4017,P2273,370.78,2023-08-10
PH1989,C4693,P762,747.76,2023-02-19
PH1990,C3667,P4677,937.48,2023-03-22
PH1991,C2447,P1246,248.97,2023-06-25
PH1992,C2717,P3889,879.19,2023-06-27
PH1993,C517,P3359,630.58,2023-12-20
PH1994,C261,P4030,432.67,2023-11-25
PH1995,C321,P1551,590.06,2023-10-03
PH1996,C1905,P4548,105.84,2023-03-16
PH1997,C3945,P3388,734.77,2023-01-19
PH1998,C1304,P4798,63.37,2023-11-17
PH1999,C3521,P261,135.56,2023-03-15
PH2000,C2928,P503,886.71,2023-03-19
PH2001,C3764,P2226,383.43,2023-09-11
PH2002,C1983,P3124,822.8,2023-06-09
PH2003,C712,P322,512.69,2023-11-29
PH2004,C1216,P3444,170.22,2023-08-29
PH2005,C533,P3261,215.75,2023-07-17
PH2006,C4337,P1029,704.76,2023-05-02
PH2007,C4577,P4606,563.45,2023-06-16
PH2008,C4297,P1990,74.28,2023-09-18
PH2009,C4493,P539,894.95,2023-02-05
PH2010,C3020,P1441,22.38,2023-08-08
PH2011,C4522,P1900,958.2,2023-08-29
PH2012,C4820,P4719,364.44,2023-02-15
PH2013,C2163,P1823,175.99,2023-12-22
PH2014,C3049,P2182,21.23,2023-09-08
PH2015,C4164,P120,376.25,2023-08-22
PH2016,C2010,P2380,278.96,2023-04-22
PH2017,C2785,P2397,899.45,2023-12-05
PH2018,C4176,P4653,657.14,2023-07-04
PH2019,C65,P412,868.41,2023-12-31
PH2020,C2919,P1750,246.29,2023-11-12
PH2021,C148,P3523,89.57,2023-11-11
PH2022,C1355,P3749,598.12,2023-09-29
PH2023,C1909,P4869,989.81,2023-12-03
PH2024,C2463,P1264,197.49,2023-04-05
PH2025,C3594,P2503,72.86,2023-04-13
PH2026,C4105,P4627,601.38,2023-05-13
PH2027,C194,P4521,819.47,2023-02-24
PH2028,C2792,P4585,889.86,2023-05-14
PH2029,C3971,P722,600.62,2023-06-13
PH2030,C3672,P4405,318.5,2023-10-30
PH2031,C2363,P1604,461.66,2023-12-20
PH2032,C2458,P2892,687.14,2023-01-01
PH2033,C1838,P1725,279.44,2023-01-20
PH2034,C2064,P1115,920.48,2023-04-20
PH2035,C2389,P2042,840.19,2023-07-27
PH2036,C354,P639,540.51,2023-06-27
PH2037,C2779,P199,126.33,2023-10-03
PH2038,C185,P2446,943.87,2023-03-16
PH2039,C2170,P1011,453.81,2023-07-22
PH2040,C3582,P770,508.61,2023-03-09
PH2041,C4237,P2818,906.42,2023-07-24
PH2042,C19,P1882,279.22,2023-12-19
PH2043,C4338,P2272,317.8,2023-03-13
PH2044,C2326,P2188,598.78,2023-06-12
PH2045,C4053,P785,669.49,2023-09-10
PH2046,C478,P1,546.97,2023-04-06
PH2047,C1945,P2053,847.63,2023-11-03
PH2048,C720,P4677,618.83,2023-01-04
PH2049,C3178,P4515,404.71,2023-05-12
PH2050,C4720,P561,535.52,2023-06-27
PH2051,C3083,P4431,914.74,2023-02-14
PH2052,C626,P895,487.82,2023-10-27
PH2053,C320,P2656,247.7,2023-04-02
PH2054,C1546,P3908,628.48,2023-06-01
PH2055,C2051,P3485,754.29,2023-04-05
PH2056,C353,P1478,396.81,2023-07-28
PH2057,C1427,P989,248.95,2023-12-28
PH2058,C4027,P1306,810.63,2023-02-21
PH2059,C1994,P4259,144.14,2023-01-18
PH2060,C4662,P1089,507.84,2023-03-21
PH2061,C1549,P4083,400.72,2023-10-11
PH2062,C1631,P3805,390.58,2023-01-07
PH2063,C1236,P910,714.79,2023-06-24
PH2064,C4878,P4052,315.06,2023-09-27
PH2065,C1713,P19,511.36,2023-08-28
PH2066,C2777,P4600,725.81,2023-02-07
PH2067,C4278,P4085,814.25,2023-10-27
PH2068,C637,P3480,708.02,2023-07-18
PH2069,C2638,P2351,892.36,2023-08-31
PH2070,C1082,P2833,180.47,2023-04-19
PH2071,C2162,P3157,114.09,2023-12-24
PH2072,C4134,P352,253.58,2023-02-27
PH2073,C1689,P4039,538.9,2023-05-03
PH2074,C1654,P2203,316.4,2023-05-22
PH2075,C2417,P3925,577.24,2023-03-09
PH2076,C2211,P125,861.36,2023-08-02
PH2077,C743,P2585,73.63,2023-11-30
PH2078,C374,P85,164.82,2023-05-27
PH2079,C1117,P3113,862.03,2023-08-04
PH2080,C960,P5,335.45,2023-12-28
PH2081,C1906,P2518,631.91,2023-11-27
PH2082,C2418,P2963,511.66,2023-06-06
PH2083,C4833,P2644,725.69,2023-07-28
PH2084,C249,P3063,524.69,2023-08-27
PH2085,C3328,P20,476.83,2023-01-23
PH2086,C3494,P2629,22.77,2023-01-23
PH2087,C3738,P2852,135.66,2023-11-18
PH2088,C1990,P3274,951.37,2023-09-30
PH2089,C3228,P1210,23.55,2023-12-19
PH2090,C417,P4818,896.88,2023-07-23
PH2091,C4741,P3985,929.23,2023-06-12
PH2092,C2913,P911,323.33,2023-05-16
PH2093,C1790,P178,995.82,2023-12-19
PH2094,C3868,P403,96.6,2023-12-25
PH2095,C1529,P778,823.15,2023-06-26
PH2096,C2052,P1968,429.29,2023-10-26
PH2097,C3154,P3267,402.58,2023-11-11
PH2098,C3225,P4345,266.15,2023-08-29
PH2099,C1497,P2796,558.79,2023-05-10
PH2100,C877,P3088,322.89,2023-08-15
PH2101,C1180,P2617,973.46,2023-04-09
PH2102,C1078,P2409,626.09,2023-11-03
PH2103,C699,P1673,402.56,2023-05-26
PH2104,C1832,P2664,871.4,2023-01-19
PH2105,C4921,P602,474.59,2023-01-06
PH2106,C3549,P3444,56.1,2023-07-31
PH2107,C2897,P2053,873.06,2023-09-07
PH2108,C4294,P2370,767.11,2023-02-08
PH2109,C422,P4014,836.21,2023-11-02
PH2110,C162,P1365,625.55,2023-04-20
PH2111,C4152,P298,820.5,2023-04-15
PH2112,C97,P3306,138.91,2023-01-15
PH2113,C2146,P1998,322.06,2023-03-29
PH2114,C1542,P19,542.44,2023-07-31
PH2115,C4849,P4612,566.42,2023-06-01
PH2116,C2695,P1723,864.35,2023-09-01
PH2117,C1274,P2226,990.93,2023-09-07
PH2118,C3325,P3467,361.32,2023-04-04
PH2119,C3825,P809,633.78,2023-05-22
PH2120,C3552,P2107,953.14,2023-05-25
PH2121,C1918,P4855,820.46,2023-11-27
PH2122,C3588,P3100,641.19,2023-04-04
PH2123,C3871,P3041,277.5,2023-03-22
PH2124,C1452,P2233,557.12,2023-09-25
PH2125,C3767,P4975,347.76,2023-01-11
PH2126,C2870,P4216,462.46,2023-04-19
PH2127,C1535,P3611,407.44,2023-10-23
PH2128,C746,P1768,821.48,2023-08-31
PH2129,C4796,P903,841.06,2023-03-21
PH2130,C2467,P1438,976.63,2023-08-07
PH2131,C2210,P2220,437.1,2023-03-18
PH2132,C4278,P4260,851.84,2023-11-01
PH2133,C3909,P4986,997.89,2023-10-12
PH2134,C4949,P2695,406.2,2023-12-23
PH2135,C3247,P2215,438.7,2023-03-24
PH2136,C2704,P3418,195.15,2023-12-17
PH2137,C4791,P1667,876.41,2023-08-01
PH2138,C1341,P4132,108.07,2023-06-15
PH2139,C899,P2803,14.63,2023-08-28
PH2140,C4790,P4553,188.25,2023-07-26
PH2141,C238,P2389,697.84,2023-12-31
PH2142,C3505,P603,771.08,2023-01-02
PH2143,C2540,P3017,351.14,2023-11-03
PH2144,C1335,P613,986.6,2023-11-12
PH2145,C3019,P3391,201.43,2023-07-03
PH2146,C1341,P4530,201.89,2023-07-10
PH2147,C4791,P4335,174.52,2023-01-31
PH2148,C684,P420,263.82,2023-02-27
PH2149,C1294,P974,552.74,2023-07-29
PH2150,C625,P4320,726.8,2023-03-11
PH2151,C2023,P2478,54.03,2023-09-07
PH2152,C4331,P4644,809.71,2023-10-11
PH2153,C3241,P3276,850.68,2023-04-06
PH2154,C268,P404,822.02,2023-01-07
PH2155,C4154,P4043,508.44,2023-11-24
PH2156,C4474,P4960,12.87,2023-02-13
PH2157,C4004,P3353,550.45,2023-08-10
PH2158,C3678,P4049,458.47,2023-06-17
PH2159,C598,P167,310.83,2023-10-04
PH2160,C2502,P1031,458.38,2023-12-12
PH2161,C1005,P2205,363.13,2023-01-31
PH2162,C4861,P2554,947.87,2023-03-26
PH2163,C962,P273,893.01,2023-08-18
PH2164,C3299,P1256,765.31,2023-06-04
PH2165,C3499,P2914,912.1,2023-07-22
PH2166,C3308,P1998,74.78,2023-08-20
PH2167,C2773,P2226,967.49,2023-06-06
PH2168,C1197,P3933,968.81,2023-02-25
PH2169,C1395,P3122,716.01,2023-09-23
PH2170,C1699,P4740,530.38,2023-01-20
PH2171,C2206,P3667,36.39,2023-11-01
PH2172,C2386,P37,551.0,2023-01-15
PH2173,C38,P4425,331.74,2023-08-30
PH2174,C543,P1250,768.18,2023-03-16
PH2175,C828,P1964,29.87,2023-12-30
PH2176,C530,P4653,263.01,2023-01-03
PH2177,C2950,P4595,175.67,2023-08-03
PH2178,C197,P4396,56.43,2023-12-13
PH2179,C3738,P2079,111.64,2023-02-12
PH2180,C164,P851,461.06,2023-10-20
PH2181,C2162,P447,552.97,2023-06-02
PH2182,C4647,P1884,525.36,2023-08-27
PH2183,C2852,P3938,325.42,2023-10-31
PH2184,C3880,P365,738.19,2023-11-23
PH2185,C2013,P1569,38.61,2023-04-20
PH2186,C961,P2909,738.73,2023-08-16
PH2187,C4014,P3678,126.48,2023-11-01
PH2188,C2386,P2902,665.26,2023-01-12
PH2189,C2376,P1110,954.4,2023-12-05
PH2190,C3888,P1426,412.3,2023-09-10
PH2191,C3230,P4588,502.99,2023-01-20
PH2192,C2668,P4917,58.12,2023-05-13
PH2193,C3959,P2372,325.33,2023-12-03
PH2194,C988,P1383,536.8,2023-12-10
PH2195,C1907,P98,245.99,2023-10-03
PH2196,C4264,P140,550.3,2023-08-12
PH2197,C4867,P4148,627.96,2023-07-10
PH2198,C1208,P4995,9.31,2023-10-11
PH2199,C4535,P4127,61.82,2023-05-24
PH2200,C152,P3317,73.97,2023-10-09
PH2201,C1425,P3901,238.01,2023-10-11
PH2202,C3200,P4128,581.06,2023-07-08
PH2203,C811,P459,35.25,2023-09-29
PH2204,C3522,P2433,370.92,2023-04-13
PH2205,C2892,P2067,377.01,2023-12-14
PH2206,C3952,P2626,400.78,2023-05-03
PH2207,C771,P2904,238.32,2023-02-21
PH2208,C970,P540,567.0,2023-04-04
PH2209,C1731,P2578,103.83,2023-10-15
PH2210,C1513,P4336,622.81,2023-10-15
PH2211,C2854,P4154,845.47,2023-12-19
PH2212,C4194,P1860,347.78,2023-11-28
PH2213,C4390,P3457,296.98,2023-07-02
PH2214,C395,P4120,257.48,2023-11-04
PH2215,C4281,P2361,453.22,2023-01-19
PH2216,C3798,P4750,834.07,2023-07-09
PH2217,C1617,P512,236.77,2023-06-22
PH2218,C13,P4701,388.95,2023-04-19
PH2219,C3442,P3425,386.78,2023-03-14
PH2220,C4506,P1857,537.34,2023-02-10
PH2221,C4889,P417,841.59,2023-02-06
PH2222,C2933,P1479,447.06,2023-08-29
PH2223,C2065,P1717,850.41,2023-09-19
PH2224,C3191,P2377,14.1,2023-06-17
PH2225,C2589,P294,601.0,2023-07-10
PH2226,C1262,P3283,194.52,2023-11-16
PH2227,C4361,P3291,695.45,2023-07-04
PH2228,C3411,P2534,708.07,2023-08-22
PH2229,C2450,P4040,650.12,2023-12-30
PH2230,C2254,P1829,572.77,2023-06-05
PH2231,C1152,P3357,646.4,2023-10-05
PH2232,C1617,P2275,386.84,2023-11-06
PH2233,C929,P780,674.82,2023-02-22
PH2234,C4397,P1619,392.51,2023-06-23
PH2235,C3964,P2015,247.24,2023-01-10
PH2236,C4067,P1999,972.0,2023-11-20
PH2237,C484,P1871,900.51,2023-06-24
PH2238,C2682,P4590,556.52,2023-04-11
PH2239,C1166,P2854,383.29,2023-07-09
PH2240,C1723,P2187,565.49,2023-12-14
PH2241,C1215,P4033,142.99,2023-08-17
PH2242,C353,P4462,883.87,2023-01-20
PH2243,C4981,P4383,661.2,2023-06-11
PH2244,C2086,P3092,716.42,2023-12-25
PH2245,C980,P2914,463.71,2023-04-26
PH2246,C529,P1160,401.98,2023-08-16
PH2247,C3043,P2190,205.92,2023-09-14
PH2248,C1561,P2888,400.38,2023-05-12
PH2249,C3456,P4598,657.19,2023-01-09
PH2250,C4876,P4239,67.14,2023-08-24
PH2251,C4775,P965,965.34,2023-11-28
PH2252,C2690,P1435,628.52,2023-11-27
PH2253,C3266,P182,256.89,2023-09-20
PH2254,C3910,P2351,242.37,2023-05-08
PH2255,C1465,P1357,240.32,2023-03-08
PH2256,C1089,P3738,811.44,2023-09-05
PH2257,C1383,P3591,287.84,2023-10-29
PH2258,C212,P4166,76.98,2023-01-23
PH2259,C3468,P3896,569.84,2023-02-21
PH2260,C2532,P3500,550.42,2023-10-14
PH2261,C2895,P3131,977.62,2023-12-19
PH2262,C283,P4243,926.02,2023-02-20
PH2263,C4587,P3358,985.94,2023-08-17
PH2264,C2709,P679,942.81,2023-07-28
PH2265,C2678,P732,787.86,2023-06-01
PH2266,C853,P2059,330.17,2023-06-30
PH2267,C3939,P3670,703.41,2023-05-24
PH2268,C4177,P268,75.38,2023-08-03
PH2269,C3323,P2276,680.81,2023-06-29
PH2270,C349,P1359,227.79,2023-02-10
PH2271,C4936,P1553,296.31,2023-01-16
PH2272,C2678,P1329,400.94,2023-08-09
PH2273,C4333,P576,81.24,2023-11-03
PH2274,C1763,P4485,732.39,2023-09-17
PH2275,C494,P4519,831.02,2023-05-18
PH2276,C3831,P4298,918.62,2023-08-22
PH2277,C3400,P2117,753.49,2023-02-25
PH2278,C3628,P252,612.87,2023-02-05
PH2279,C2930,P637,857.04,2023-03-25
PH2280,C4629,P2752,876.12,2023-10-10
PH2281,C4509,P77,754.94,2023-04-23
PH2282,C1533,P2995,993.22,2023-12-29
PH2283,C4065,P4108,71.9,2023-11-13
PH2284,C372,P4946,902.34,2023-11-01
PH2285,C4628,P2955,979.83,2023-05-22
PH2286,C267,P2342,19.75,2023-06-30
PH2287,C2651,P4218,679.61,2023-07-26
PH2288,C4734,P86,225.62,2023-01-09
PH2289,C1390,P2927,822.81,2023-06-05
PH2290,C4996,P2857,718.8,2023-06-06
PH2291,C3452,P1956,761.47,2023-01-18
PH2292,C323,P1290,309.88,2023-03-31
PH2293,C3022,P399,388.84,2023-02-23
PH2294,C3997,P1885,552.2,2023-03-21
PH2295,C2114,P1882,584.19,2023-12-23
PH2296,C4954,P1826,914.63,2023-05-01
PH2297,C725,P176,807.54,2023-02-28
PH2298,C1199,P1811,62.13,2023-03-20
PH2299,C763,P2198,286.7,2023-11-16
PH2300,C71,P2932,398.23,2023-01-17
PH2301,C246,P717,261.59,2023-08-08
PH2302,C1281,P2852,110.43,2023-07-04
PH2303,C4264,P724,854.34,2023-07-20
PH2304,C1177,P1485,824.64,2023-10-15
PH2305,C2179,P4862,450.1,2023-09-10
PH2306,C869,P1840,300.99,2023-07-23
PH2307,C1872,P671,666.71,2023-03-12
PH2308,C2798,P1898,605.79,2023-07-22
PH2309,C4738,P1875,255.82,2023-09-18
PH2310,C3099,P2303,683.69,2023-09-21
PH2311,C1320,P3407,533.3,2023-03-13
PH2312,C2880,P4055,554.77,2023-03-15
PH2313,C913,P2269,950.6,2023-07-21
PH2314,C1029,P2289,696.5,2023-10-18
PH2315,C3217,P4602,769.49,2023-05-06
PH2316,C4278,P3623,51.46,2023-06-25
PH2317,C1279,P4481,83.38,2023-05-14
PH2318,C3068,P4421,360.19,2023-07-16
PH2319,C4826,P1020,898.01,2023-01-20
PH2320,C945,P1873,459.19,2023-04-26
PH2321,C4188,P4574,538.82,2023-04-27
PH2322,C1974,P2935,912.58,2023-01-14
PH2323,C3792,P1604,699.74,2023-12-30
PH2324,C1664,P1204,256.4,2023-03-07
PH2325,C512,P4230,800.84,2023-06-16
PH2326,C3186,P2472,841.69,2023-10-28
PH2327,C4566,P2413,420.38,2023-03-10
PH2328,C4388,P4231,488.06,2023-01-24
PH2329,C2437,P2795,465.88,2023-10-07
PH2330,C245,P2667,687.37,2023-03-11
PH2331,C2560,P751,18.44,2023-04-01
PH2332,C2584,P3303,286.39,2023-02-01
PH2333,C3591,P4877,383.48,2023-08-16
PH2334,C4634,P2053,319.67,2023-12-24
PH2335,C3585,P4109,682.71,2023-11-22
PH2336,C544,P685,448.88,2023-11-24
PH2337,C2351,P2079,293.15,2023-12-17
PH2338,C4944,P2085,945.72,2023-05-22
PH2339,C3279,P1898,50.95,2023-05-08
PH2340,C3133,P4489,460.6,2023-05-23
PH2341,C4571,P3078,177.96,2023-06-04
PH2342,C3982,P3619,136.01,2023-08-02
PH2343,C811,P3193,912.04,2023-02-24
PH2344,C4987,P3293,666.37,2023-05-07
PH2345,C1263,P4032,370.27,2023-02-14
PH2346,C4315,P171,704.33,2023-11-10
PH2347,C4828,P4554,777.44,2023-08-04
PH2348,C2332,P2245,57.25,2023-07-06
PH2349,C1389,P4794,475.49,2023-11-02
PH2350,C238,P55,944.68,2023-08-26
PH2351,C698,P1689,72.2,2023-11-25
PH2352,C3493,P1233,343.01,2023-04-30
PH2353,C3309,P872,849.92,2023-11-08
PH2354,C1546,P4638,187.65,2023-03-09
PH2355,C1334,P1592,995.65,2023-02-08
PH2356,C2767,P1378,183.03,2023-04-04
PH2357,C2673,P3941,846.13,2023-10-14
PH2358,C1179,P508,182.67,2023-03-28
PH2359,C3965,P4270,782.92,2023-09-03
PH2360,C4274,P4344,83.78,2023-12-24
PH2361,C4475,P610,40.28,2023-01-23
PH2362,C1134,P2550,698.05,2023-07-31
PH2363,C1780,P3046,97.18,2023-12-20
PH2364,C452,P41,300.06,2023-03-06
PH2365,C914,P1474,340.01,2023-10-07
PH2366,C808,P3863,521.7,2023-05-01
PH2367,C1427,P425,381.55,2023-06-08
PH2368,C4108,P3060,958.2,2023-11-03
PH2369,C5,P2601,946.68,2023-02-14
PH2370,C2878,P82,706.08,2023-12-14
PH2371,C3107,P1153,845.47,2023-07-04
PH2372,C4690,P2527,678.87,2023-05-22
PH2373,C3747,P4366,179.57,2023-05-18
PH2374,C496,P1463,291.58,2023-12-08
PH2375,C4908,P3188,54.3,2023-03-05
PH2376,C1833,P1006,38.98,2023-06-02
PH2377,C4916,P68,829.36,2023-01-11
PH2378,C973,P2534,666.8,2023-10-07
PH2379,C513,P4219,132.21,2023-12-30
PH2380,C579,P25,172.2,2023-10-27
PH2381,C260,P3047,801.56,2023-04-28
PH2382,C3742,P4860,788.07,2023-07-13
PH2383,C796,P4237,943.78,2023-03-08
PH2384,C3581,P4756,996.8,2023-06-15
PH2385,C4095,P1736,106.48,2023-04-10
PH2386,C854,P717,367.84,2023-07-22
PH2387,C3785,P4911,467.89,2023-09-20
PH2388,C4231,P1695,640.68,2023-06-21
PH2389,C4861,P1021,970.52,2023-12-08
PH2390,C144,P1239,141.51,2023-02-21
PH2391,C3295,P886,943.66,2023-01-29
PH2392,C243,P4968,904.56,2023-12-31
PH2393,C2827,P505,408.49,2023-11-24
PH2394,C2533,P3528,762.73,2023-06-16
PH2395,C3947,P4600,733.87,2023-06-16
PH2396,C4423,P1419,656.47,2023-08-23
PH2397,C3220,P2167,488.35,2023-08-05
PH2398,C4118,P2849,221.73,2023-09-07
PH2399,C825,P4863,637.69,2023-03-22
PH2400,C2851,P5,587.81,2023-12-12
PH2401,C2530,P4460,465.72,2023-09-30
PH2402,C4115,P3677,845.39,2023-07-11
PH2403,C1673,P3322,300.16,2023-05-24
PH2404,C2723,P1404,510.96,2023-08-11
PH2405,C3151,P1936,242.76,2023-02-14
PH2406,C2307,P935,711.66,2023-05-15
PH2407,C4421,P4217,856.73,2023-10-19
PH2408,C4152,P4977,567.47,2023-11-02
PH2409,C680,P4087,181.59,2023-07-17
PH2410,C3691,P4789,657.27,2023-12-12
PH2411,C3997,P1225,701.08,2023-01-06
PH2412,C483,P2810,270.07,2023-03-05
PH2413,C2729,P4516,948.65,2023-05-09
PH2414,C4419,P476,734.71,2023-09-23
PH2415,C28,P4849,830.18,2023-11-28
PH2416,C2527,P851,739.84,2023-03-06
PH2417,C1961,P315,660.62,2023-06-22
PH2418,C1180,P643,458.85,2023-03-29
PH2419,C390,P4926,872.16,2023-04-22
PH2420,C2097,P263,394.58,2023-05-05
PH2421,C1932,P2438,117.8,2023-06-29
PH2422,C1399,P824,13.83,2023-05-17
PH2423,C3280,P2611,236.87,2023-06-24
PH2424,C1956,P715,224.57,2023-06-10
PH2425,C1094,P985,240.46,2023-11-17
PH2426,C4083,P1590,833.3,2023-06-27
PH2427,C4676,P3121,292.87,2023-06-08
PH2428,C2447,P2817,344.24,2023-06-01
PH2429,C3719,P2697,95.67,2023-10-05
PH2430,C2561,P2638,232.26,2023-12-25
PH2431,C2642,P3519,179.79,2023-03-13
PH2432,C3206,P3726,346.76,2023-06-23
PH2433,C781,P4923,463.35,2023-03-12
PH2434,C4587,P2965,463.14,2023-05-08
PH2435,C33,P1132,990.76,2023-03-23
PH2436,C1173,P4772,203.8,2023-12-14
PH2437,C4485,P1352,776.72,2023-11-18
PH2438,C3642,P3972,824.44,2023-04-09
PH2439,C3152,P180,926.28,2023-05-10
PH2440,C239,P563,227.23,2023-04-17
PH2441,C553,P1388,442.49,2023-01-06
PH2442,C2464,P4955,159.68,2023-07-09
PH2443,C4238,P3476,578.83,2023-12-01
PH2444,C998,P2596,296.34,2023-10-12
PH2445,C1399,P3010,769.18,2023-03-09
PH2446,C4445,P411,119.18,2023-04-19
PH2447,C3553,P2128,892.85,2023-05-26
PH2448,C1354,P4167,835.23,2023-08-29
PH2449,C3087,P1776,342.27,2023-01-23
PH2450,C4603,P2756,978.18,2023-12-03
PH2451,C760,P1971,436.83,2023-05-16
PH2452,C3346,P3472,576.9,2023-06-18
PH2453,C3288,P3407,188.71,2023-05-18
PH2454,C814,P477,153.73,2023-06-16
PH2455,C2811,P3981,32.57,2023-03-16
